LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtFinType1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,YrSold,SalePrice
65,8125,Reg,Inside,Somerst,1Fam,2Story,7,6,2007,2007,CemntBd,PConc,Unf,813,1665,2,1,3,Gd,7,0,Attchd,2,2008,205950
60,9084,Reg,Inside,Edwards,1Fam,2Story,4,5,1940,1950,MetalSd,CBlock,Unf,755,1510,1,0,4,TA,7,1,Detchd,1,2009,108000
70,8750,Reg,Inside,CollgCr,1Fam,2Story,7,5,1996,1996,VinylSd,PConc,Unf,880,1716,2,1,2,Gd,7,1,Attchd,2,2009,191000
60,10320,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,7,1906,1995,MetalSd,CBlock,Unf,756,1469,1,0,3,TA,7,0,Detchd,1,2008,135000
91,10437,IR1,Inside,NoRidge,1Fam,1Story,8,6,1995,1995,MetalSd,PConc,GLQ,2109,2113,2,1,2,Gd,7,1,Attchd,3,2008,350000
21,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,HdBoard,CBlock,Unf,525,1092,1,1,3,TA,6,0,Detchd,1,2010,88000
72,10007,IR1,Inside,NAmes,1Fam,1Story,5,7,1959,2006,HdBoard,CBlock,ALQ,1053,1053,1,1,3,Gd,5,0,Attchd,1,2008,145500
60,7200,Reg,Inside,Crawfor,1Fam,2Story,7,6,1931,2000,Stucco,BrkTil,Unf,776,1502,1,1,3,TA,6,1,Attchd,1,2008,149000
78,17503,Reg,Inside,NAmes,1Fam,1.5Fin,6,5,1948,1950,VinylSd,CBlock,Unf,912,1458,1,0,3,TA,6,1,Attchd,1,2010,97500
75,9937,Reg,Corner,Edwards,1Fam,1Story,5,7,1964,1999,MetalSd,PConc,BLQ,1486,1486,1,0,3,TA,7,0,Detchd,2,2009,167000
,12384,Reg,CulDSac,NWAmes,1Fam,2Story,7,7,1976,1976,Plywood,CBlock,Unf,793,1935,2,1,3,TA,7,1,Attchd,2,2007,197900
52,46589,IR2,CulDSac,NoRidge,1Fam,2Story,8,7,1994,2005,VinylSd,PConc,GLQ,1629,2448,2,1,4,Gd,8,1,Attchd,3,2009,402000
120,13560,Reg,Corner,NAmes,1Fam,1Story,6,3,1968,1968,Wd Sdng,CBlock,Unf,1392,1392,1,0,2,TA,5,2,Attchd,2,2009,110000
90,10012,Reg,Inside,Edwards,1Fam,SFoyer,4,5,1972,1972,Plywood,CBlock,BLQ,1138,1181,2,0,3,TA,6,0,Detchd,2,2008,137500
49,20896,IR2,CulDSac,Somerst,1Fam,1Story,8,5,2005,2006,VinylSd,PConc,GLQ,2077,2097,1,1,1,Ex,8,1,Attchd,3,2006,423000
106,11194,IR1,Corner,Gilbert,1Fam,2Story,8,5,2000,2000,VinylSd,PConc,Unf,1406,1936,2,1,3,Gd,7,1,Attchd,2,2006,230500
,18450,IR1,Inside,NAmes,1Fam,2Story,6,5,1965,1979,Plywood,CBlock,LwQ,1021,2380,2,1,3,TA,7,1,CarPort,2,2007,129000
65,8125,Reg,Inside,SawyerW,1Fam,1Story,6,5,1994,1998,HdBoard,PConc,GLQ,1408,1679,2,0,3,Gd,7,1,Attchd,2,2008,193500
,14175,Reg,Corner,Sawyer,1Fam,1Story,5,6,1956,1987,CemntBd,CBlock,Rec,1188,1437,1,1,3,TA,6,1,Detchd,2,2006,168000
80,11600,Reg,Inside,Crawfor,1Fam,1Story,4,5,1922,1950,MetalSd,BrkTil,Unf,700,1180,1,0,2,Fa,5,1,Detchd,1,2006,137500
64,8633,Reg,FR2,CollgCr,1Fam,2Story,6,5,2005,2005,VinylSd,PConc,GLQ,738,1476,2,1,3,Gd,7,0,Attchd,2,2009,173500
54,6629,Reg,Inside,Edwards,1Fam,2Story,6,6,1925,1950,Wd Sdng,BrkTil,BLQ,672,1369,2,0,3,TA,6,0,Detchd,1,2009,103600
,11250,IR1,Inside,Veenker,1Fam,1Story,6,6,1977,1977,Plywood,CBlock,ALQ,1208,1208,1,1,3,TA,6,1,Attchd,2,2006,165000
110,14442,Reg,Inside,Crawfor,1Fam,1Story,6,7,1957,2004,CemntBd,PConc,GLQ,1477,1839,2,0,3,Gd,7,2,Attchd,2,2007,257500
80,9200,Reg,Inside,NAmes,1Fam,1Story,6,6,1965,1965,HdBoard,CBlock,Rec,1136,1136,1,0,3,TA,5,1,Attchd,1,2008,140000
24,2289,Reg,Inside,NPkVill,Twnhs,2Story,6,6,1978,1978,Plywood,CBlock,ALQ,855,1441,2,1,3,TA,7,1,Attchd,2,2009,148500
60,9600,Reg,Inside,OldTown,1Fam,2Story,4,2,1900,1950,AsbShng,BrkTil,Unf,1095,1774,2,0,4,TA,8,0,2Types,3,2006,87000
52,9022,Reg,Inside,OldTown,1Fam,1Story,5,8,1924,2006,VinylSd,BrkTil,Unf,768,792,1,0,2,Gd,5,0,Detchd,1,2009,109500
80,11844,IR1,Inside,StoneBr,1Fam,1Story,8,5,2008,2008,VinylSd,PConc,Unf,2046,2046,2,1,3,Gd,7,1,Attchd,3,2009,372500
,9945,IR1,Inside,Sawyer,1Fam,1Story,5,5,1961,1961,Wd Sdng,CBlock,Rec,988,988,1,0,3,TA,5,0,Detchd,2,2007,128500
50,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1980,1980,Plywood,CBlock,BLQ,923,923,2,0,2,TA,5,1,Attchd,1,2010,143000
55,4500,IR2,Inside,SWISU,1Fam,1.5Fin,5,5,1932,2000,VinylSd,BrkTil,Rec,793,1520,1,0,3,TA,6,0,Detchd,1,2009,159434
,2887,Reg,Inside,ClearCr,1Fam,1Story,6,5,1996,1997,Wd Sdng,PConc,GLQ,1291,1291,1,0,2,Gd,6,1,Attchd,2,2008,173000
90,11248,IR1,Corner,CollgCr,1Fam,1Story,9,5,2002,2002,VinylSd,PConc,GLQ,1626,1668,2,0,3,Gd,7,1,Attchd,3,2007,285000
58,16770,IR2,CulDSac,NoRidge,1Fam,2Story,7,5,1998,1998,VinylSd,PConc,Unf,1195,1839,2,1,4,TA,7,0,Attchd,2,2010,221000
,5062,IR1,CulDSac,StoneBr,TwnhsE,2Story,7,5,1984,1984,HdBoard,CBlock,GLQ,1190,2090,2,0,3,Gd,6,1,Attchd,2,2007,207500
84,10207,Reg,Inside,Somerst,1Fam,2Story,7,6,2007,2007,VinylSd,PConc,Unf,874,1761,3,0,3,Gd,7,0,Attchd,2,2007,227875
,5105,IR2,FR2,Somerst,TwnhsE,2Story,7,5,2004,2004,MetalSd,PConc,GLQ,551,1102,2,1,2,Gd,4,0,Detchd,2,2007,148800
60,8089,Reg,Inside,StoneBr,1Fam,1Story,8,6,2007,2007,MetalSd,PConc,GLQ,1419,1419,2,0,2,Gd,7,1,Attchd,2,2007,392000
61,7577,IR1,Corner,NridgHt,TwnhsE,1Story,6,5,2005,2006,VinylSd,PConc,ALQ,1362,1362,2,0,2,Gd,6,1,Attchd,2,2007,194700
,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,3,1,Attchd,2,2008,141000
42,26178,IR1,Inside,Timber,1Fam,2Story,7,5,1989,1990,MetalSd,PConc,GLQ,1210,2519,2,1,4,Gd,9,2,Attchd,2,2006,335000
60,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,1921,1968,MetalSd,BrkTil,Unf,1073,1073,1,0,2,TA,4,0,Detchd,1,2006,108480
51,6120,Reg,Corner,BrkSide,1Fam,1.5Fin,5,6,1936,1950,Wd Sdng,BrkTil,Unf,927,1539,1,1,3,TA,5,0,Detchd,2,2009,141500
54,13811,IR1,Inside,Timber,1Fam,1Story,6,6,1987,1987,HdBoard,CBlock,GLQ,1112,1137,2,0,2,Gd,5,1,Attchd,2,2006,176000
50,6000,Reg,Inside,BrkSide,1Fam,1Story,5,7,1921,1950,Wd Sdng,CBlock,LwQ,616,616,1,0,2,TA,4,0,Detchd,1,2006,89000
57,6420,IR1,Inside,Edwards,1Fam,1Story,5,7,1952,1952,Wd Sdng,PConc,LwQ,980,1148,1,0,2,TA,6,0,Detchd,1,2006,123500
65,8450,Reg,Inside,Sawyer,1Fam,1Story,5,8,1965,2009,MetalSd,CBlock,GLQ,894,894,1,0,3,TA,5,1,Detchd,1,2010,138500
59,4282,IR2,Inside,Somerst,TwnhsE,1Story,7,5,2004,2004,MetalSd,PConc,GLQ,1391,1391,2,0,2,Gd,5,0,Attchd,2,2008,196000
85,14331,Reg,Inside,Timber,1Fam,1Story,8,5,2002,2002,VinylSd,PConc,GLQ,1800,1800,2,0,3,Gd,7,1,Attchd,3,2006,312500
80,9600,Reg,Inside,NWAmes,1Fam,1Story,7,5,1969,1969,HdBoard,CBlock,Unf,1164,1164,1,1,3,TA,6,0,Attchd,2,2006,140000
82,12438,IR1,Inside,StoneBr,1Fam,2Story,8,5,2006,2006,VinylSd,PConc,Unf,1234,2576,2,1,4,Ex,10,1,BuiltIn,3,2006,361919
76,7630,Reg,Inside,OldTown,2fmCon,2Story,5,9,1900,1996,Wd Sdng,BrkTil,Unf,360,1812,2,0,4,Gd,8,1,Detchd,2,2010,140000
70,8400,Reg,Inside,CollgCr,1Fam,1Story,7,5,2004,2005,VinylSd,PConc,GLQ,1473,1484,2,0,3,Gd,7,0,Attchd,2,2010,213000
70,5600,Reg,Inside,IDOTRR,2fmCon,2Story,4,5,1930,1950,VinylSd,Slab,NA,0,1092,2,0,3,Fa,7,0,NA,0,2010,55000
,115149,IR2,CulDSac,ClearCr,1Fam,1Story,7,5,1971,2002,Plywood,CBlock,GLQ,1643,1824,2,0,2,Gd,5,2,Attchd,2,2007,302000
48,6240,Reg,Inside,NridgHt,TwnhsE,1Story,8,5,2006,2006,MetalSd,PConc,GLQ,1324,1324,2,0,2,Gd,6,1,Attchd,2,2009,254000
65,9018,IR1,Inside,Gilbert,1Fam,2Story,7,5,2007,2007,VinylSd,PConc,Unf,728,1456,2,1,3,Gd,8,1,Attchd,2,2007,179540
,7162,IR1,Inside,Sawyer,1Fam,1Story,5,7,1966,1966,HdBoard,PConc,Unf,876,904,1,0,3,TA,6,0,Attchd,1,2008,109900
56,4130,IR1,Inside,BrkSide,1Fam,1Story,3,6,1935,2003,VinylSd,CBlock,Unf,270,729,1,0,2,TA,5,0,NA,0,2008,52000
66,8712,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,MetalSd,Stone,Unf,859,1178,1,0,2,TA,7,0,Detchd,1,2010,102776
40,4671,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1988,1989,HdBoard,PConc,GLQ,1228,1228,2,0,2,Gd,5,1,Attchd,2,2008,189000
60,9873,Reg,Inside,BrkSide,2fmCon,1Story,4,5,1970,1970,HdBoard,CBlock,ALQ,960,960,1,0,3,TA,6,0,Detchd,2,2006,129000
,13517,IR1,CulDSac,Sawyer,1Fam,2Story,6,8,1976,2005,HdBoard,CBlock,GLQ,725,1479,2,1,3,Gd,6,0,Attchd,2,2010,130500
78,10140,Reg,Inside,NWAmes,1Fam,1Story,6,5,1974,1974,HdBoard,CBlock,Unf,1064,1350,2,0,3,TA,7,1,Attchd,2,2009,165000
60,10800,Reg,Inside,OldTown,1Fam,2Story,7,8,1890,1998,Wd Sdng,BrkTil,Unf,718,2554,1,1,3,TA,8,0,Detchd,2,2007,159500
80,10000,Reg,Inside,NWAmes,1Fam,1Story,5,6,1973,2000,HdBoard,CBlock,BLQ,1176,1178,1,1,3,Gd,5,1,Attchd,2,2008,157000
96,10542,Reg,Inside,NoRidge,1Fam,2Story,7,5,1993,1994,Wd Sdng,PConc,GLQ,1311,2418,2,1,3,Gd,9,1,Attchd,3,2008,341000
69,9920,IR1,Inside,CollgCr,1Fam,1Story,5,6,1969,1969,HdBoard,CBlock,ALQ,971,971,1,1,3,TA,5,1,Attchd,1,2006,128500
,6563,IR1,CulDSac,StoneBr,1Fam,1Story,8,5,1985,1985,HdBoard,PConc,GLQ,1742,1742,2,0,2,Gd,5,1,Attchd,2,2006,275000
,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,3,0,Attchd,2,2010,143000
70,8120,Reg,Inside,NAmes,1Fam,1Story,4,7,1970,1970,MetalSd,CBlock,ALQ,864,864,1,0,3,TA,5,0,Detchd,2,2009,124500
60,8172,Reg,Inside,Edwards,1Fam,1.5Fin,4,6,1954,1972,MetalSd,PConc,Unf,941,1470,2,0,4,TA,7,0,Detchd,1,2008,135000
86,13286,IR1,Inside,Edwards,1Fam,1Story,9,5,2007,2008,CemntBd,PConc,GLQ,1698,1698,2,0,3,Ex,8,1,Attchd,3,2009,320000
60,6960,Reg,Inside,NAmes,1Fam,1Story,4,6,1970,1970,HdBoard,CBlock,ALQ,864,864,1,0,3,Gd,5,0,Detchd,2,2009,120500
,21695,IR1,Corner,Crawfor,1Fam,1Story,6,9,1988,2007,Wd Sdng,CBlock,GLQ,880,1680,2,0,3,Gd,5,1,Attchd,2,2009,222000
64,7314,Reg,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,GLQ,1232,1232,2,0,2,Gd,6,0,Attchd,2,2009,194500
85,11475,Reg,Corner,NAmes,Duplex,1Story,5,5,1958,1958,VinylSd,CBlock,Unf,1584,1776,2,0,4,TA,9,0,Detchd,3,2009,110000
52,6240,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,MetalSd,CBlock,BLQ,780,1208,1,0,2,TA,5,0,Detchd,2,2009,103000
39,5389,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1995,1996,CemntBd,PConc,GLQ,1595,1616,2,0,2,Gd,5,1,Attchd,2,2010,236500
73,9590,IR1,Corner,Timber,1Fam,SLvl,7,5,2003,2003,VinylSd,PConc,GLQ,868,1146,2,0,3,Gd,6,1,Attchd,2,2007,187500
75,11404,IR1,Inside,CollgCr,1Fam,2Story,7,5,1998,1999,VinylSd,PConc,ALQ,1153,2031,2,1,3,Gd,8,1,Attchd,2,2008,222500
80,10000,Reg,Corner,Sawyer,1Fam,1Story,5,6,1961,1983,HdBoard,CBlock,BLQ,864,1144,1,0,3,TA,6,1,Attchd,1,2009,131400
,8978,IR1,Corner,Sawyer,1Fam,1Story,5,5,1968,1968,Plywood,PConc,Unf,948,948,1,0,3,TA,6,0,Attchd,1,2007,108000
60,10800,Reg,Inside,OldTown,1Fam,2.5Unf,7,7,1914,1970,Wd Sdng,BrkTil,Rec,880,1768,1,1,2,TA,6,2,Detchd,2,2006,163000
60,8544,Reg,Inside,NAmes,Duplex,1Story,3,4,1950,1950,Stucco,CBlock,NA,0,1040,2,0,2,TA,6,0,Detchd,2,2006,93500
72,10463,IR1,CulDSac,Gilbert,1Fam,2Story,8,5,2005,2005,VinylSd,PConc,Unf,893,1801,2,1,3,Gd,8,1,Attchd,3,2006,239900
60,10800,Reg,Inside,Edwards,Duplex,1Story,5,5,1987,1988,Plywood,CBlock,GLQ,1200,1200,3,0,3,TA,5,0,NA,0,2009,179000
65,9313,IR1,Inside,CollgCr,1Fam,2Story,7,5,2004,2004,VinylSd,PConc,Unf,864,1728,2,1,3,Gd,7,0,Attchd,2,2009,190000
60,9600,Reg,Inside,OldTown,1Fam,2Story,5,7,1910,2002,Wd Sdng,BrkTil,Unf,264,1432,2,0,2,TA,7,0,Detchd,2,2007,132000
65,6768,IR1,Inside,Sawyer,1Fam,1Story,6,8,1961,1996,HdBoard,CBlock,GLQ,912,912,1,0,3,Gd,5,0,Detchd,1,2008,142000
65,8450,Reg,Inside,SawyerW,1Fam,1Story,7,5,2000,2001,VinylSd,PConc,Unf,1349,1349,2,0,3,TA,6,0,Attchd,2,2007,179000
70,12886,IR1,Inside,Sawyer,1Fam,SLvl,5,6,1963,1999,HdBoard,CBlock,ALQ,520,1464,2,0,3,TA,6,1,Attchd,2,2009,175000
41,5395,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1993,1993,HdBoard,PConc,GLQ,1337,1337,2,0,2,Gd,5,1,Attchd,2,2008,180000
,8963,IR1,Inside,NWAmes,1Fam,2Story,8,9,1976,1996,VinylSd,CBlock,GLQ,1142,2715,3,1,4,Gd,11,2,BuiltIn,2,2008,299800
,8795,IR1,Inside,Gilbert,1Fam,2Story,7,5,2000,2000,VinylSd,PConc,GLQ,952,2256,2,1,4,Gd,8,1,BuiltIn,2,2009,236000
65,11700,IR1,Corner,OldTown,1Fam,2Story,7,7,1880,2003,Stucco,Stone,Unf,1240,2640,1,1,4,Gd,8,1,Detchd,4,2009,265979
59,10593,IR1,Inside,NoRidge,1Fam,1Story,7,5,1996,1996,VinylSd,PConc,GLQ,1720,1720,2,0,3,Gd,7,1,Attchd,2,2010,260400
50,8405,Reg,Inside,Edwards,1Fam,1.5Fin,4,3,1945,1950,WdShing,Slab,NA,0,1529,2,0,4,TA,9,0,Detchd,1,2009,98000
55,8800,Reg,Corner,OldTown,1Fam,1.5Fin,4,7,1910,2004,Wd Sdng,BrkTil,Unf,576,1140,1,0,3,TA,7,0,NA,0,2010,96500
,7750,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,PConc,Unf,660,1320,2,1,3,Gd,6,0,Attchd,2,2007,162000
79,9236,IR1,Inside,CollgCr,1Fam,1Story,6,5,1997,1997,VinylSd,PConc,GLQ,1479,1494,2,0,3,Gd,6,0,Attchd,2,2006,217000
80,10240,Reg,Inside,NridgHt,1Fam,2Story,8,5,2005,2005,VinylSd,PConc,Unf,1030,2098,2,1,3,Ex,8,1,Attchd,3,2006,275500
61,7930,Reg,Inside,NAmes,1Fam,1Story,6,8,1969,2005,Plywood,CBlock,GLQ,1026,1026,1,0,3,Gd,5,0,Detchd,2,2009,156000
34,3230,Reg,Inside,Somerst,TwnhsE,2Story,6,5,1999,1999,MetalSd,PConc,GLQ,729,1471,2,1,3,TA,6,0,Detchd,2,2009,172500
68,10769,IR1,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,VinylSd,PConc,GLQ,866,1768,2,1,3,Gd,7,0,Attchd,2,2009,212000
,11616,IR1,CulDSac,Sawyer,1Fam,2Story,6,5,1978,1978,HdBoard,CBlock,Rec,672,1386,2,1,3,TA,6,1,Attchd,2,2010,158900
24,2280,Reg,Inside,Somerst,Twnhs,2Story,7,5,1999,1999,MetalSd,PConc,ALQ,744,1501,2,1,3,TA,6,0,Detchd,2,2008,179400
65,12257,IR1,Inside,NoRidge,1Fam,2Story,8,5,1995,1995,VinylSd,PConc,LwQ,1318,2531,2,1,4,Gd,9,1,Attchd,3,2007,290000
70,9100,Reg,Inside,NAmes,1Fam,1Story,6,6,1959,1959,Wd Sdng,CBlock,Rec,864,864,1,0,2,TA,5,0,Detchd,1,2009,127500
60,6911,Reg,FR2,BrkSide,1Fam,1Story,5,5,1924,1950,Wd Sdng,PConc,LwQ,1145,1301,1,0,2,Fa,5,0,Detchd,2,2009,100000
72,8640,Reg,Inside,Somerst,1Fam,2Story,7,5,2009,2009,VinylSd,PConc,GLQ,756,1547,2,1,3,Gd,7,0,Attchd,2,2010,215200
82,9430,Reg,Inside,NoRidge,1Fam,2Story,8,5,1999,1999,VinylSd,PConc,GLQ,1252,2365,2,1,3,Gd,8,1,Attchd,3,2009,337000
30,9549,IR1,CulDSac,Veenker,TwnhsE,1Story,8,5,1995,1996,BrkFace,PConc,LwQ,1494,1494,1,1,2,Ex,6,1,Attchd,2,2006,270000
75,14587,IR1,Inside,Somerst,1Fam,1Story,9,5,2008,2008,VinylSd,PConc,Unf,1498,1506,2,0,2,Ex,6,1,Attchd,2,2008,264132
80,10421,Reg,Inside,NWAmes,1Fam,2Story,7,5,1988,1988,HdBoard,CBlock,GLQ,980,1714,2,1,3,TA,7,1,Attchd,2,2010,196500
75,12508,IR1,Inside,Mitchel,1Fam,1.5Fin,6,7,1940,1985,VinylSd,CBlock,ALQ,983,1750,2,0,4,TA,7,0,Attchd,1,2008,160000
70,9100,Reg,Inside,CollgCr,1Fam,1Story,7,5,2004,2005,VinylSd,PConc,GLQ,1860,1836,2,0,3,Gd,8,1,Attchd,2,2006,216837
47,53504,IR2,CulDSac,StoneBr,1Fam,2Story,8,5,2003,2003,CemntBd,PConc,ALQ,1650,3279,3,1,4,Ex,12,1,BuiltIn,3,2010,538000
,7252,IR1,CulDSac,Sawyer,1Fam,SFoyer,5,5,1982,1982,Wd Sdng,CBlock,GLQ,858,858,1,0,2,TA,5,0,Detchd,2,2009,134900
67,8877,Reg,Inside,Edwards,1Fam,1Story,4,5,1951,1951,Wd Sdng,CBlock,LwQ,836,1220,1,0,2,TA,6,0,Detchd,2,2006,102000
94,7819,Reg,Inside,Edwards,1Fam,SLvl,6,5,1976,1976,Plywood,CBlock,ALQ,1029,1117,1,0,3,TA,6,1,Detchd,2,2010,107000
70,10150,Reg,Inside,NAmes,1Fam,1Story,5,5,1958,1958,Wd Sdng,CBlock,Rec,912,912,1,0,2,TA,5,0,Attchd,1,2007,114500
110,14226,Reg,Corner,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,Unf,1935,1973,2,0,3,Gd,9,1,Attchd,3,2007,395000
32,4500,Reg,FR2,Mitchel,TwnhsE,1Story,6,5,1998,1998,VinylSd,PConc,GLQ,1204,1204,2,0,2,TA,5,0,Attchd,2,2009,162000
86,11210,IR1,Inside,CollgCr,1Fam,1Story,7,5,2005,2006,VinylSd,PConc,GLQ,1614,1614,2,0,3,Gd,7,0,Attchd,3,2006,221500
100,13350,IR1,Inside,Sawyer,1Fam,1Story,5,5,1974,1974,HdBoard,CBlock,ALQ,864,894,1,0,3,TA,5,1,Attchd,2,2006,142500
60,8400,Reg,Inside,SawyerW,Duplex,1Story,5,5,1977,1977,Plywood,Slab,NA,0,2020,2,0,4,TA,10,2,Detchd,2,2007,144000
78,10530,Reg,Inside,Mitchel,Duplex,SFoyer,6,5,1977,1977,Plywood,CBlock,GLQ,975,1004,1,0,2,TA,4,0,Attchd,2,2006,135000
63,7875,Reg,Inside,Gilbert,1Fam,1Story,7,5,1995,1996,HdBoard,PConc,Unf,1237,1253,2,0,3,TA,6,1,Attchd,2,2007,176000
65,7153,Reg,Inside,SawyerW,1Fam,2Story,6,5,1992,1992,VinylSd,PConc,ALQ,761,1603,2,1,3,Gd,7,0,Attchd,2,2006,175900
67,16285,IR2,Inside,CollgCr,1Fam,1Story,7,5,2001,2002,VinylSd,PConc,Unf,1413,1430,2,0,3,Gd,6,0,Attchd,2,2009,187100
,9101,IR1,Corner,Mitchel,1Fam,SFoyer,5,6,1978,1978,Plywood,PConc,GLQ,1097,1110,1,0,1,Gd,4,1,Attchd,2,2009,165500
35,6300,Reg,Inside,OldTown,1Fam,2.5Unf,6,6,1914,2001,Wd Sdng,CBlock,Unf,742,1484,2,0,3,TA,9,1,NA,0,2008,128000
,9790,Reg,Inside,NWAmes,1Fam,1Story,6,5,1967,1967,BrkFace,CBlock,Rec,1372,1342,2,0,3,TA,7,1,Attchd,2,2009,161500
60,10800,Reg,Inside,OldTown,1Fam,1.5Fin,5,6,1915,1950,MetalSd,PConc,LwQ,686,1652,2,0,4,TA,7,0,Detchd,1,2010,139000
76,10142,IR1,Inside,SawyerW,1Fam,2Story,7,5,2004,2004,VinylSd,PConc,GLQ,956,2084,2,1,4,Gd,8,0,BuiltIn,2,2010,233000
50,6000,Reg,Corner,OldTown,1Fam,1Story,4,7,1954,2000,MetalSd,CBlock,Unf,901,901,1,0,2,TA,4,0,Detchd,1,2008,107900
,12205,IR1,Inside,ClearCr,1Fam,2Story,6,8,1966,2007,HdBoard,CBlock,LwQ,832,2087,2,1,5,Gd,9,0,Attchd,2,2007,187500
43,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,PConc,GLQ,1145,1145,2,0,2,Gd,5,1,Attchd,2,2009,160200
,11333,IR1,Corner,Mitchel,1Fam,SLvl,6,5,1976,1976,HdBoard,PConc,ALQ,1029,1062,1,0,3,TA,5,2,Attchd,2,2007,146800
92,9920,IR1,CulDSac,NoRidge,1Fam,2Story,7,5,1996,1997,MetalSd,PConc,GLQ,1117,2013,2,1,3,TA,8,1,Attchd,2,2007,269790
76,9158,Reg,Inside,Somerst,1Fam,1Story,8,5,2007,2007,CemntBd,PConc,Unf,1496,1496,2,0,3,Gd,7,0,Attchd,2,2007,225000
,10832,IR1,Corner,Gilbert,1Fam,2Story,7,5,1994,1996,MetalSd,PConc,Unf,712,1895,2,1,3,Gd,7,1,Attchd,2,2008,194500
70,8400,Reg,Inside,SawyerW,1Fam,2Story,6,6,1980,1981,HdBoard,CBlock,Unf,650,1564,2,1,3,TA,7,1,Attchd,2,2010,171000
71,8197,Reg,Inside,Sawyer,1Fam,1Story,6,5,1977,1977,Plywood,CBlock,Unf,660,1285,1,1,3,TA,7,1,Attchd,2,2007,143500
57,7677,Reg,Inside,NAmes,1Fam,1Story,5,5,1953,1953,VinylSd,CBlock,BLQ,773,773,1,0,2,TA,4,0,Attchd,1,2008,110000
104,13518,Reg,Inside,NridgHt,1Fam,2Story,9,5,2008,2009,VinylSd,PConc,Unf,1926,3140,3,1,4,Ex,11,2,BuiltIn,3,2009,485000
60,7200,Reg,Corner,SWISU,1Fam,1.5Fin,5,7,1937,1950,Wd Sdng,BrkTil,ALQ,731,1768,1,1,3,Gd,7,2,Detchd,1,2007,175000
79,12798,IR1,Inside,ClearCr,1Fam,2Story,6,5,1997,1997,VinylSd,PConc,GLQ,616,1688,2,1,4,Gd,8,0,Attchd,2,2008,200000
40,4800,Reg,Inside,IDOTRR,1Fam,1Story,4,7,1916,1990,MetalSd,CBlock,LwQ,1196,1196,1,0,2,TA,5,0,Detchd,2,2007,109900
63,8199,Reg,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,WdShing,PConc,GLQ,728,1456,2,1,3,Gd,7,1,Attchd,2,2008,189000
75,9000,Reg,Inside,NAmes,1Fam,1Story,5,5,1954,1954,Wd Sdng,CBlock,LwQ,936,1128,1,0,2,TA,5,0,Attchd,1,2006,118000
91,12274,IR1,FR2,Somerst,1Fam,1Story,7,5,2008,2008,VinylSd,PConc,Unf,1417,1428,2,0,3,Ex,6,0,Attchd,2,2008,227680
75,9750,Reg,Inside,NAmes,1Fam,SLvl,5,5,1967,1967,VinylSd,PConc,ALQ,980,980,2,0,3,TA,6,0,Attchd,1,2006,135500
144,21384,Reg,Inside,BrkSide,1Fam,2Story,5,6,1923,2004,Wd Sdng,CBlock,GLQ,1324,1576,1,1,3,Gd,6,1,Attchd,2,2009,223500
85,13400,Reg,Inside,NAmes,1Fam,SLvl,5,5,1966,1966,VinylSd,CBlock,ALQ,1024,1086,1,0,3,TA,6,1,Attchd,2,2006,159950
90,8100,Reg,Corner,OldTown,1Fam,2.5Unf,5,5,1898,1965,AsbShng,PConc,Unf,849,2138,2,0,2,TA,11,0,Detchd,2,2009,106000
78,10140,Reg,Inside,NWAmes,1Fam,1Story,6,6,1974,1999,HdBoard,CBlock,ALQ,1040,1309,1,1,3,Gd,5,1,Attchd,2,2006,181000
,4438,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,4,1,Attchd,2,2008,144500
66,8712,Reg,Inside,IDOTRR,1Fam,1Story,5,5,1952,1952,Wd Sdng,CBlock,Unf,540,1044,1,0,2,Fa,4,0,Basment,2,2010,55993
